datetime,user1_production,user1_consumption,user2_production,user2_consumption
2021-09-03 23:00:00,2.217,139.929,0.0,40.351
2021-09-04 00:00:00,2.716,121.942,0.0,37.676
2021-09-04 01:00:00,1.957,114.038,0.0,33.664
2021-09-04 02:00:00,1.632,105.102,0.0,28.174
2021-09-04 03:00:00,0.891,120.12,0.0,30.821
2021-09-04 04:00:00,0.559,117.384,0.0,30.697
2021-09-04 05:00:00,0.152,105.497,0.0,34.38
2021-09-04 06:00:00,1.028,112.545,1.782,31.22
2021-09-04 07:00:00,23.874,95.339,29.925,26.069
2021-09-04 08:00:00,68.462,80.138,106.006,10.379
2021-09-04 09:00:00,148.956,70.167,191.413,8.366
2021-09-04 10:00:00,260.042,48.398,234.248,10.231
2021-09-04 11:00:00,366.527,38.499,281.784,6.117
2021-09-04 12:00:00,468.973,32.301,294.013,9.284
2021-09-04 13:00:00,478.047,30.137,315.89,8.755
2021-09-04 14:00:00,448.339,33.091,307.326,6.488
2021-09-04 15:00:00,381.003,37.666,274.546,5.539
2021-09-04 16:00:00,251.643,52.525,153.229,12.336
2021-09-04 17:00:00,152.195,63.018,85.24,17.242
2021-09-04 18:00:00,51.711,90.122,19.16,29.648
2021-09-04 19:00:00,7.489,137.58,2.391,36.754
2021-09-04 20:00:00,1.63,173.519,0.002,47.952
2021-09-04 21:00:00,0.981,155.617,0.0,50.014
2021-09-04 22:00:00,0.825,165.499,0.0,39.481
2021-09-04 23:00:00,0.674,133.299,0.0,35.754
2021-09-05 00:00:00,0.93,123.214,0.0,30.799
2021-09-05 01:00:00,0.758,117.082,0.0,26.607
2021-09-05 02:00:00,0.571,109.178,0.0,31.393
2021-09-05 03:00:00,0.448,116.087,0.0,25.441
2021-09-05 04:00:00,0.544,106.595,0.0,28.73
2021-09-05 05:00:00,0.15,120.036,0.0,28.471
2021-09-05 06:00:00,0.924,119.686,0.772,27.981
2021-09-05 07:00:00,20.623,90.894,16.0,22.716
2021-09-05 08:00:00,76.341,75.397,70.275,11.859
2021-09-05 09:00:00,162.257,64.245,137.89,6.214
2021-09-05 10:00:00,251.197,51.886,212.86,9.018
2021-09-05 11:00:00,333.652,47.422,187.868,14.198
2021-09-05 12:00:00,350.61,41.594,192.179,8.847
2021-09-05 13:00:00,378.162,43.333,123.513,17.42
2021-09-05 14:00:00,359.932,36.028,124.637,16.512
2021-09-05 15:00:00,322.883,32.485,161.465,13.729
2021-09-05 16:00:00,203.889,49.775,138.05,18.696
2021-09-05 17:00:00,92.065,86.517,61.287,27.791
2021-09-05 18:00:00,25.52,115.162,19.795,28.45
2021-09-05 19:00:00,2.763,169.901,2.618,43.008
2021-09-05 20:00:00,0.041,159.596,0.002,49.076
2021-09-05 21:00:00,0.0,173.738,0.0,39.072
2021-09-05 22:00:00,0.0,138.194,0.0,39.617
2021-09-05 23:00:00,0.0,136.826,0.0,33.255
2021-09-06 00:00:00,0.0,123.073,0.0,28.624
2021-09-06 01:00:00,0.0,109.856,0.0,27.588
2021-09-06 02:00:00,0.0,113.604,0.0,29.467
2021-09-06 03:00:00,0.0,106.403,0.0,23.617
2021-09-06 04:00:00,0.0,95.793,0.0,23.756
2021-09-06 05:00:00,0.0,113.031,0.0,25.548
2021-09-06 06:00:00,0.284,117.706,0.012,28.875
2021-09-06 07:00:00,6.323,108.62,3.62,27.415
2021-09-06 08:00:00,41.207,86.404,28.923,15.337
2021-09-06 09:00:00,80.651,63.912,97.754,9.04
2021-09-06 10:00:00,120.917,47.907,217.588,4.089
2021-09-06 11:00:00,225.204,41.449,199.585,6.439
2021-09-06 12:00:00,240.512,27.806,179.255,7.224
2021-09-06 13:00:00,236.459,32.647,159.498,5.114
2021-09-06 14:00:00,187.679,37.015,148.444,6.976
2021-09-06 15:00:00,161.428,41.92,137.264,5.116
2021-09-06 16:00:00,150.089,50.463,105.746,11.231
2021-09-06 17:00:00,75.904,63.935,25.388,15.601
2021-09-06 18:00:00,17.006,98.695,15.942,19.523
2021-09-06 19:00:00,3.302,132.965,1.17,31.308
2021-09-06 20:00:00,0.129,157.917,0.001,37.966
2021-09-06 21:00:00,0.08,148.174,0.0,38.484
2021-09-06 22:00:00,0.035,129.3,0.0,29.282
2021-09-06 23:00:00,0.006,118.815,0.0,27.849
2021-09-07 00:00:00,0.001,106.91,0.0,22.315
2021-09-07 01:00:00,0.0,97.639,0.0,22.436
2021-09-07 02:00:00,0.0,96.656,0.0,20.517
2021-09-07 03:00:00,0.0,106.091,0.0,22.123
2021-09-07 04:00:00,0.0,94.98,0.0,22.846
2021-09-07 05:00:00,0.0,102.881,0.0,21.79
2021-09-07 06:00:00,0.193,99.933,0.423,24.869
2021-09-07 07:00:00,10.134,99.734,11.207,23.159
2021-09-07 08:00:00,29.724,90.277,24.119,23.705
2021-09-07 09:00:00,91.416,73.407,60.785,15.343
2021-09-07 10:00:00,216.064,48.573,164.31,7.765
2021-09-07 11:00:00,296.455,33.483,197.127,6.035
2021-09-07 12:00:00,217.004,40.669,161.753,5.967
2021-09-07 13:00:00,177.734,38.958,108.791,8.968
2021-09-07 14:00:00,107.357,42.545,88.829,9.207
2021-09-07 15:00:00,77.442,58.053,49.579,14.127
2021-09-07 16:00:00,94.875,52.613,31.384,13.733
2021-09-07 17:00:00,47.777,61.468,27.942,18.663
2021-09-07 18:00:00,22.125,99.578,7.852,23.888
2021-09-07 19:00:00,2.072,136.04,1.823,32.516
2021-09-07 20:00:00,0.115,155.4,0.001,35.439
2021-09-07 21:00:00,0.028,142.154,0.0,33.867
2021-09-07 22:00:00,0.144,121.898,0.0,31.612
2021-09-07 23:00:00,0.111,111.58,0.0,29.7
2021-09-08 00:00:00,0.035,106.734,0.0,25.969
2021-09-08 01:00:00,0.0,93.296,0.0,20.385
2021-09-08 02:00:00,0.022,88.613,0.0,20.328
2021-09-08 03:00:00,0.385,88.859,0.0,25.333
2021-09-08 04:00:00,0.08,89.815,0.0,19.341
2021-09-08 05:00:00,0.072,94.007,0.0,20.076
2021-09-08 06:00:00,0.637,95.459,0.008,26.388
2021-09-08 07:00:00,5.47,103.66,2.506,25.415
2021-09-08 08:00:00,17.542,94.438,10.626,20.651
2021-09-08 09:00:00,22.086,84.927,34.889,11.681
2021-09-08 10:00:00,38.924,70.901,46.037,9.474
2021-09-08 11:00:00,61.171,66.015,64.189,14.587
2021-09-08 12:00:00,81.013,67.75,100.38,9.773
2021-09-08 13:00:00,84.731,66.705,44.213,10.762
2021-09-08 14:00:00,59.568,67.256,36.78,10.733
2021-09-08 15:00:00,27.106,88.691,24.78,11.513
2021-09-08 16:00:00,11.914,100.144,12.735,30.53
2021-09-08 17:00:00,7.308,102.231,3.542,30.752
2021-09-08 18:00:00,2.201,122.671,2.373,26.612
2021-09-08 19:00:00,1.419,151.136,0.251,34.291
2021-09-08 20:00:00,0.867,144.942,0.0,33.738
2021-09-08 21:00:00,0.577,139.906,0.0,32.03
2021-09-08 22:00:00,0.431,128.857,0.0,32.794
2021-09-08 23:00:00,0.199,106.313,0.0,26.163
2021-09-09 00:00:00,0.058,100.071,0.0,23.51
2021-09-09 01:00:00,0.086,99.767,0.0,19.033
2021-09-09 02:00:00,0.016,94.601,0.0,20.875
2021-09-09 03:00:00,0.0,96.023,0.0,19.336
2021-09-09 04:00:00,0.0,96.144,0.0,19.494
2021-09-09 05:00:00,0.0,87.867,0.0,20.426
2021-09-09 06:00:00,0.042,113.234,0.907,24.884
2021-09-09 07:00:00,4.887,110.948,15.044,18.62
2021-09-09 08:00:00,34.081,91.793,62.35,12.034
2021-09-09 09:00:00,119.735,64.166,104.149,11.615
2021-09-09 10:00:00,282.434,30.075,130.656,7.827
2021-09-09 11:00:00,395.86,25.227,173.757,10.022
2021-09-09 12:00:00,426.465,24.525,171.473,7.705
2021-09-09 13:00:00,374.414,25.529,113.461,9.053
2021-09-09 14:00:00,383.293,22.972,72.249,11.93
2021-09-09 15:00:00,329.355,25.765,67.119,11.36
2021-09-09 16:00:00,230.222,31.21,64.489,10.876
2021-09-09 17:00:00,106.969,52.512,47.23,11.259
2021-09-09 18:00:00,30.586,88.261,15.337,19.88
2021-09-09 19:00:00,1.912,113.471,1.075,24.781
2021-09-09 20:00:00,0.341,120.767,0.0,30.131
2021-09-09 21:00:00,0.25,125.228,0.0,35.761
2021-09-09 22:00:00,0.089,119.374,0.0,28.783
2021-09-09 23:00:00,0.033,110.022,0.0,25.747
2021-09-10 00:00:00,0.043,90.145,0.0,22.988
2021-09-10 01:00:00,0.0,70.005,0.0,19.33
2021-09-10 02:00:00,0.0,80.491,0.0,18.624
2021-09-10 03:00:00,0.0,79.41,0.0,23.403
2021-09-10 04:00:00,0.0,79.989,0.0,19.52
2021-09-10 05:00:00,0.584,79.207,0.0,17.936
2021-09-10 06:00:00,0.4,95.286,0.004,24.374
2021-09-10 07:00:00,1.966,102.509,1.185,24.581
2021-09-10 08:00:00,9.356,91.716,8.331,19.658
2021-09-10 09:00:00,33.681,76.766,20.446,13.761
2021-09-10 10:00:00,66.816,55.366,32.322,13.594
2021-09-10 11:00:00,79.962,53.406,40.384,12.883
2021-09-10 12:00:00,81.332,56.24,59.69,13.369
2021-09-10 13:00:00,65.03,48.432,64.276,17.884
2021-09-10 14:00:00,56.453,60.075,54.142,19.416
2021-09-10 15:00:00,52.512,68.447,34.711,19.045
2021-09-10 16:00:00,38.841,71.967,24.34,21.891
2021-09-10 17:00:00,19.55,75.321,14.418,23.682
2021-09-10 18:00:00,4.856,99.398,4.245,32.913
2021-09-10 19:00:00,0.243,128.53,0.163,38.319
2021-09-10 20:00:00,0.0,153.466,0.001,38.423
2021-09-10 21:00:00,0.0,134.794,0.0,38.137
2021-09-10 22:00:00,0.0,111.435,0.0,32.494
2021-09-10 23:00:00,0.0,109.545,0.0,25.715
2021-09-11 00:00:00,0.0,109.095,0.0,26.839
2021-09-11 01:00:00,0.0,90.768,0.0,21.492
2021-09-11 02:00:00,0.0,84.001,0.0,23.213
2021-09-11 03:00:00,0.0,86.444,0.0,21.895
2021-09-11 04:00:00,0.0,90.405,0.0,20.892
2021-09-11 05:00:00,0.0,87.107,0.0,22.199
2021-09-11 06:00:00,0.006,97.197,0.081,22.395
2021-09-11 07:00:00,3.279,92.729,5.854,21.72
2021-09-11 08:00:00,23.901,81.004,27.243,17.377
2021-09-11 09:00:00,68.325,69.878,73.631,15.652
2021-09-11 10:00:00,168.951,55.029,169.68,8.965
2021-09-11 11:00:00,348.97,34.728,241.76,7.119
2021-09-11 12:00:00,426.22,30.364,257.277,4.953
2021-09-11 13:00:00,426.129,38.441,284.904,4.329
2021-09-11 14:00:00,347.841,35.759,281.835,4.777
2021-09-11 15:00:00,261.281,45.881,192.912,8.948
2021-09-11 16:00:00,119.415,62.503,150.688,10.751
2021-09-11 17:00:00,44.624,77.07,64.8,17.616
2021-09-11 18:00:00,26.598,93.848,18.068,27.463
2021-09-11 19:00:00,2.762,127.282,1.182,37.134
2021-09-11 20:00:00,0.0,144.523,0.0,37.951
2021-09-11 21:00:00,0.0,158.722,0.0,42.146
2021-09-11 22:00:00,0.0,136.207,0.0,32.419
2021-09-11 23:00:00,0.0,108.526,0.0,27.924
2021-09-12 00:00:00,0.0,104.6,0.0,26.021
2021-09-12 01:00:00,0.0,99.324,0.0,18.959
2021-09-12 02:00:00,0.0,82.991,0.0,21.243
2021-09-12 03:00:00,0.0,84.604,0.0,21.853
2021-09-12 04:00:00,0.0,86.12,0.0,19.615
2021-09-12 05:00:00,0.0,85.909,0.0,22.937
2021-09-12 06:00:00,0.0,89.648,0.086,22.631
2021-09-12 07:00:00,0.103,99.277,1.717,26.334
2021-09-12 08:00:00,3.255,100.863,0.047,30.687
2021-09-12 09:00:00,15.03,90.088,2.995,29.736
2021-09-12 10:00:00,25.647,87.445,7.76,26.918
2021-09-12 11:00:00,33.039,94.401,20.088,25.486
2021-09-12 12:00:00,29.472,90.094,31.563,20.573
2021-09-12 13:00:00,42.252,80.071,37.524,20.068
2021-09-12 14:00:00,47.258,90.909,33.772,15.392
2021-09-12 15:00:00,21.393,112.327,39.626,25.697
2021-09-12 16:00:00,19.037,108.458,41.164,25.818
2021-09-12 17:00:00,26.214,117.229,17.512,20.172
2021-09-12 18:00:00,13.676,118.577,5.918,24.638
2021-09-12 19:00:00,0.46,157.752,1.285,35.84
2021-09-12 20:00:00,0.0,163.783,0.001,38.749
2021-09-12 21:00:00,0.001,134.912,0.0,38.869
2021-09-12 22:00:00,0.0,112.143,0.0,30.643
2021-09-12 23:00:00,0.0,98.759,0.0,25.676
2021-09-13 00:00:00,0.0,92.272,0.0,22.962
2021-09-13 01:00:00,0.0,83.516,0.0,19.122
2021-09-13 02:00:00,0.0,78.452,0.0,21.116
2021-09-13 03:00:00,0.0,81.488,0.0,17.852
2021-09-13 04:00:00,0.0,73.012,0.0,18.688
2021-09-13 05:00:00,0.0,77.055,0.0,20.921
2021-09-13 06:00:00,0.16,99.579,0.0,23.528
2021-09-13 07:00:00,0.99,115.346,0.361,25.083
2021-09-13 08:00:00,4.346,100.062,14.8,17.706
2021-09-13 09:00:00,19.619,74.909,30.186,15.485
2021-09-13 10:00:00,27.775,71.114,35.672,13.05
2021-09-13 11:00:00,83.608,65.16,63.606,14.052
2021-09-13 12:00:00,204.521,50.922,33.539,14.868
2021-09-13 13:00:00,347.444,34.303,46.269,9.902
2021-09-13 14:00:00,470.228,26.918,78.073,7.742
2021-09-13 15:00:00,386.591,29.266,136.934,7.884
2021-09-13 16:00:00,291.403,29.694,173.163,8.399
2021-09-13 17:00:00,156.23,52.074,86.404,9.381
2021-09-13 18:00:00,38.705,100.647,17.027,24.211
2021-09-13 19:00:00,4.661,124.535,0.657,35.042
2021-09-13 20:00:00,0.938,157.169,0.0,33.419
2021-09-13 21:00:00,0.32,152.575,0.0,39.187
2021-09-13 22:00:00,0.418,148.344,0.0,29.487
2021-09-13 23:00:00,0.924,134.216,0.0,27.35
2021-09-14 00:00:00,0.871,120.783,0.0,24.233
2021-09-14 01:00:00,0.94,106.322,0.0,23.742
2021-09-14 02:00:00,0.827,110.143,0.0,21.847
2021-09-14 03:00:00,1.689,105.158,0.0,22.451
2021-09-14 04:00:00,0.89,110.258,0.0,21.12
2021-09-14 05:00:00,0.925,112.43,0.0,23.82
2021-09-14 06:00:00,1.393,124.133,0.433,23.767
2021-09-14 07:00:00,12.277,111.908,9.318,26.934
2021-09-14 08:00:00,68.764,78.96,84.063,12.85
2021-09-14 09:00:00,149.939,54.397,174.868,5.267
2021-09-14 10:00:00,202.952,55.427,213.558,6.219
2021-09-14 11:00:00,252.01,44.569,252.441,5.453
2021-09-14 12:00:00,287.756,35.15,292.688,3.04
2021-09-14 13:00:00,290.824,34.271,287.513,6.039
2021-09-14 14:00:00,315.753,37.031,217.102,3.253
2021-09-14 15:00:00,313.542,30.457,200.392,6.458
2021-09-14 16:00:00,221.569,35.425,164.135,7.145
2021-09-14 17:00:00,110.127,61.235,78.0,11.678
2021-09-14 18:00:00,33.478,88.716,15.849,25.067
2021-09-14 19:00:00,2.935,125.074,0.827,34.791
2021-09-14 20:00:00,1.198,147.521,0.0,43.245
2021-09-14 21:00:00,1.002,142.891,0.0,39.435
2021-09-14 22:00:00,1.543,131.039,0.0,32.022
2021-09-14 23:00:00,0.784,122.455,0.0,32.321
2021-09-15 00:00:00,0.663,128.976,0.0,30.75
2021-09-15 01:00:00,0.67,110.16,0.0,25.343
2021-09-15 02:00:00,0.453,116.129,0.0,28.998
2021-09-15 03:00:00,0.336,110.208,0.0,30.937
2021-09-15 04:00:00,0.207,115.43,0.0,31.558
2021-09-15 05:00:00,0.541,115.88,0.0,28.97
2021-09-15 06:00:00,0.994,118.795,0.312,31.374
2021-09-15 07:00:00,10.517,119.258,15.563,29.366
2021-09-15 08:00:00,51.291,104.25,78.846,14.119
2021-09-15 09:00:00,135.794,58.369,174.845,8.772
2021-09-15 10:00:00,188.318,47.366,192.164,12.74
2021-09-15 11:00:00,124.502,58.573,103.716,14.01
2021-09-15 12:00:00,88.167,64.301,81.978,12.078
2021-09-15 13:00:00,88.801,70.745,128.308,7.56
2021-09-15 14:00:00,127.718,58.763,90.971,5.887
2021-09-15 15:00:00,75.297,71.759,70.91,10.817
2021-09-15 16:00:00,41.637,82.142,40.796,24.083
2021-09-15 17:00:00,44.352,85.688,12.181,30.619
2021-09-15 18:00:00,25.547,122.171,3.25,39.794
2021-09-15 19:00:00,1.28,150.799,0.137,42.875
2021-09-15 20:00:00,0.0,177.753,0.0,42.227
2021-09-15 21:00:00,0.0,157.251,0.0,41.7
2021-09-15 22:00:00,0.0,141.649,0.0,39.864
2021-09-15 23:00:00,0.0,136.596,0.0,33.625
2021-09-16 00:00:00,0.0,129.309,0.0,30.088
2021-09-16 01:00:00,0.0,126.835,0.0,27.846
2021-09-16 02:00:00,0.0,118.723,0.0,30.559
2021-09-16 03:00:00,0.0,117.841,0.0,29.654
2021-09-16 04:00:00,0.0,126.687,0.0,25.247
2021-09-16 05:00:00,0.0,118.719,0.0,26.724
2021-09-16 06:00:00,0.0,128.501,0.0,28.7
2021-09-16 07:00:00,0.177,135.167,1.333,31.926
2021-09-16 08:00:00,3.973,132.221,10.601,23.532
2021-09-16 09:00:00,12.503,111.215,30.584,12.85
2021-09-16 10:00:00,28.409,103.228,43.7,14.355
2021-09-16 11:00:00,57.36,87.504,53.718,13.767
2021-09-16 12:00:00,108.826,61.102,63.577,6.543
2021-09-16 13:00:00,111.761,55.398,54.548,10.581
2021-09-16 14:00:00,109.855,55.198,43.977,10.777
2021-09-16 15:00:00,71.699,64.329,36.132,14.744
2021-09-16 16:00:00,38.458,86.312,23.21,17.042
2021-09-16 17:00:00,13.216,128.21,9.405,30.47
2021-09-16 18:00:00,4.184,138.817,1.738,31.37
2021-09-16 19:00:00,0.41,161.199,0.029,37.251
2021-09-16 20:00:00,0.08,154.924,0.0,42.559
2021-09-16 21:00:00,0.006,166.236,0.0,38.52
2021-09-16 22:00:00,0.012,160.578,0.0,30.991
2021-09-16 23:00:00,0.026,146.413,0.0,30.924
2021-09-17 00:00:00,0.004,134.931,0.0,28.52
2021-09-17 01:00:00,0.001,127.096,0.0,27.358
2021-09-17 02:00:00,0.0,129.697,0.0,26.904
2021-09-17 03:00:00,0.0,122.958,0.0,30.905
2021-09-17 04:00:00,0.0,128.338,0.0,25.949
2021-09-17 05:00:00,0.011,121.111,0.0,27.264
2021-09-17 06:00:00,0.035,129.311,0.0,30.785
2021-09-17 07:00:00,2.615,135.793,1.812,29.213
2021-09-17 08:00:00,33.968,110.077,13.262,21.529
2021-09-17 09:00:00,107.803,82.483,36.18,18.936
2021-09-17 10:00:00,138.876,60.802,93.827,10.787
2021-09-17 11:00:00,257.151,39.932,128.182,5.433
2021-09-17 12:00:00,319.796,45.19,136.038,6.391
2021-09-17 13:00:00,308.438,40.299,167.27,5.697
2021-09-17 14:00:00,261.798,47.58,126.107,10.997
2021-09-17 15:00:00,243.553,47.333,76.544,15.93
2021-09-17 16:00:00,161.007,50.869,48.783,27.204
2021-09-17 17:00:00,66.436,72.489,21.576,31.072
2021-09-17 18:00:00,16.306,108.448,3.223,52.606
2021-09-17 19:00:00,0.843,140.929,0.039,55.36
2021-09-17 20:00:00,0.507,162.749,0.0,49.333
2021-09-17 21:00:00,0.382,153.129,0.0,49.642
2021-09-17 22:00:00,0.183,137.281,0.0,50.735
2021-09-17 23:00:00,0.202,138.845,0.0,40.085
2021-09-18 00:00:00,0.244,133.052,0.0,27.921
2021-09-18 01:00:00,0.098,106.683,0.0,32.784
2021-09-18 02:00:00,0.307,107.442,0.0,29.122
2021-09-18 03:00:00,0.092,119.302,0.0,28.822
2021-09-18 04:00:00,0.036,122.805,0.0,25.765
2021-09-18 05:00:00,0.134,121.086,0.0,31.347
2021-09-18 06:00:00,0.127,119.569,0.019,30.318
2021-09-18 07:00:00,2.312,126.843,5.991,26.343
2021-09-18 08:00:00,23.598,100.536,54.463,13.52
2021-09-18 09:00:00,89.342,83.892,126.456,11.288
2021-09-18 10:00:00,186.837,68.86,164.599,10.721
2021-09-18 11:00:00,287.007,56.176,191.286,13.41
2021-09-18 12:00:00,326.38,59.476,223.617,11.604
2021-09-18 13:00:00,337.676,56.926,168.198,10.784
2021-09-18 14:00:00,314.72,57.953,163.813,12.081
2021-09-18 15:00:00,268.652,56.21,161.774,16.243
2021-09-18 16:00:00,233.729,55.34,106.044,12.164
2021-09-18 17:00:00,110.506,80.077,42.247,20.251
2021-09-18 18:00:00,20.565,134.472,9.294,36.441
2021-09-18 19:00:00,0.757,158.366,0.192,45.813
2021-09-18 20:00:00,0.482,178.408,0.0,49.979
2021-09-18 21:00:00,0.344,177.468,0.0,55.165
2021-09-18 22:00:00,0.224,172.57,0.0,40.065
2021-09-18 23:00:00,1.223,150.258,0.0,37.311
2021-09-19 00:00:00,0.92,140.622,0.0,36.407
2021-09-19 01:00:00,0.15,130.241,0.0,33.171
2021-09-19 02:00:00,0.005,128.455,0.0,30.392
2021-09-19 03:00:00,0.188,126.886,0.0,29.658
2021-09-19 04:00:00,0.232,128.813,0.0,29.067
2021-09-19 05:00:00,0.181,133.949,0.0,35.614
2021-09-19 06:00:00,0.189,136.168,0.014,32.672
2021-09-19 07:00:00,3.613,129.088,6.373,27.668
2021-09-19 08:00:00,39.812,107.977,60.222,12.743
2021-09-19 09:00:00,124.376,83.481,113.51,13.874
2021-09-19 10:00:00,164.709,73.492,185.596,14.555
2021-09-19 11:00:00,206.433,73.946,284.862,11.816
2021-09-19 12:00:00,336.968,47.299,272.247,11.26
2021-09-19 13:00:00,334.066,50.611,290.584,10.624
2021-09-19 14:00:00,285.319,61.026,313.814,7.49
2021-09-19 15:00:00,230.613,67.393,270.7,7.817
2021-09-19 16:00:00,113.705,98.074,173.939,16.542
2021-09-19 17:00:00,48.376,130.517,63.129,25.428
2021-09-19 18:00:00,9.255,167.045,9.415,36.049
2021-09-19 19:00:00,0.567,216.462,0.264,41.344
2021-09-19 20:00:00,0.346,214.208,0.0,43.252
2021-09-19 21:00:00,0.748,199.61,0.0,44.247
2021-09-19 22:00:00,0.845,171.737,0.0,42.716
2021-09-19 23:00:00,1.126,146.448,0.0,39.933
2021-09-20 00:00:00,0.594,145.121,0.0,32.127
2021-09-20 01:00:00,0.323,133.961,0.0,30.182
2021-09-20 02:00:00,0.215,129.664,0.0,32.189
2021-09-20 03:00:00,0.069,132.227,0.0,30.843
2021-09-20 04:00:00,0.036,125.688,0.0,31.574
2021-09-20 05:00:00,0.114,147.692,0.0,32.855
2021-09-20 06:00:00,0.562,152.371,0.0,36.251
2021-09-20 07:00:00,3.616,145.416,5.295,32.281
2021-09-20 08:00:00,44.242,113.565,38.566,15.046
2021-09-20 09:00:00,147.87,86.984,90.056,9.247
2021-09-20 10:00:00,263.539,56.566,121.021,10.177
2021-09-20 11:00:00,358.367,50.305,170.61,7.555
2021-09-20 12:00:00,349.147,39.155,184.153,5.982
2021-09-20 13:00:00,208.864,51.436,148.445,10.688
2021-09-20 14:00:00,190.202,48.155,102.476,11.601
2021-09-20 15:00:00,115.784,69.587,57.718,16.063
2021-09-20 16:00:00,61.984,88.76,30.298,17.794
2021-09-20 17:00:00,23.411,101.394,9.341,25.494
2021-09-20 18:00:00,6.556,135.178,1.451,38.98
2021-09-20 19:00:00,1.022,163.972,0.001,50.443
2021-09-20 20:00:00,0.75,173.162,0.0,44.149
2021-09-20 21:00:00,0.532,174.264,0.0,39.18
2021-09-20 22:00:00,0.244,162.903,0.0,38.68
2021-09-20 23:00:00,0.047,151.797,0.0,36.136
